Sale Date,ISBN,Discount,ItemID,OrderID
11/08/2019,989-28-79-91028-0,,107241-1-9049,107241-28535
11/08/2019,989-28-79-23023-4,,107241-53-4260,107241-28536
11/08/2019,989-28-79-23023-4,,107241-3-4777,107241-28538
11/08/2019,989-28-79-23023-4,,107241-25-2231,107241-28539
11/08/2019,989-28-79-40897-8,,107241-28-5502,107241-28540
11/08/2019,989-28-79-68089-3,0.05,107241-2-8441,107241-28541
11/08/2019,989-28-79-74374-1,,107241-21-6614,107241-28542
11/08/2019,989-28-79-13801-1,,107241-33-9182,107241-28543
11/08/2019,989-28-79-74374-1,,107241-86-4086,107241-28544
11/08/2019,989-28-79-74374-1,,107241-92-9602,107241-28545
11/08/2019,989-28-79-91028-0,,107241-17-6768,107241-28546
11/08/2019,989-28-79-40897-8,,107241-30-6553,107241-28547
11/08/2019,989-28-79-74374-1,,107241-47-9351,107241-28548
11/08/2019,989-28-79-68089-3,0.05,107241-71-3752,107241-28549
11/08/2019,989-28-79-23023-4,,107241-8-7360,107241-28550
11/08/2019,989-28-79-71565-6,,107241-59-9349,107241-28551
11/08/2019,989-28-79-13801-1,,107241-70-1943,107241-28552
11/08/2019,989-28-79-74374-1,,107241-71-7361,107241-28553
11/08/2019,989-28-79-13801-1,,107241-2-1853,107241-28554
11/08/2019,989-28-79-55752-2,,107241-58-3520,107241-28555
11/08/2019,989-28-79-23023-4,,107241-18-7880,107241-28556
11/08/2019,989-28-79-74374-1,,107241-71-3072,107241-28557
11/08/2019,989-28-79-74374-1,,107241-1-6856,107241-28558
11/08/2019,989-28-79-51397-9,,107241-22-6958,107241-28559
11/08/2019,989-28-79-26824-4,,107241-64-7982,107241-28560
11/08/2019,989-28-79-13801-1,,107241-48-4517,107241-28561
11/08/2019,989-28-79-23023-4,,107241-80-756,107241-28562
11/08/2019,989-28-79-71565-6,,107241-19-8847,107241-28563
11/08/2019,989-28-79-74374-1,,107241-20-1470,107241-28564
11/08/2019,989-28-79-26824-4,,107241-29-8651,107241-28565
11/08/2019,989-28-79-91028-0,,107241-6-202,107241-28566
11/08/2019,989-28-79-13801-1,,107241-25-2825,107241-28567
11/08/2019,989-28-79-13801-1,,107241-96-5241,107241-28568
11/08/2019,989-28-79-16808-7,,107241-6-2273,107241-28569
11/08/2019,989-28-79-13801-1,,107241-1-2804,107241-28570
11/08/2019,989-28-79-51397-9,,107241-32-7102,107241-28571
11/08/2019,989-28-79-74374-1,,107241-61-6414,107241-28572
11/08/2019,989-28-79-13801-1,,107241-34-5478,107241-28573
11/08/2019,989-28-79-13801-1,,107241-51-292,107241-28574
11/08/2019,989-28-79-68089-3,0.05,107241-92-2687,107241-28575
11/08/2019,989-28-79-23023-4,,107241-28-6240,107241-28576
11/08/2019,989-28-79-74374-1,,107241-76-9597,107241-28577
11/08/2019,989-28-79-91028-0,,107241-91-3186,107241-28578
11/08/2019,989-28-79-91028-0,,107241-64-2553,107241-28579
11/08/2019,989-28-79-40897-8,,107241-40-7021,107241-28580
11/08/2019,989-28-79-71565-6,,107241-58-5832,107241-28581
11/08/2019,989-28-79-13801-1,,107241-11-6345,107241-28582
11/08/2019,989-28-79-13801-1,,107241-94-7663,107241-28583
11/08/2019,989-28-79-13801-1,,107241-89-5988,107241-28584
11/08/2019,989-28-79-74374-1,,107241-17-7450,107241-28585
11/08/2019,989-28-79-13801-1,,107241-47-9269,107241-28586
11/08/2019,989-28-79-13801-1,,107241-4-9480,107241-28587
11/08/2019,989-28-79-26824-4,,107241-36-5768,107241-28588
11/08/2019,989-28-79-23023-4,,107241-22-1114,107241-28589
11/08/2019,989-28-79-23023-4,,107241-31-1183,107241-28590
11/08/2019,989-28-79-68089-3,0.05,107241-58-8832,107241-28591
11/08/2019,989-28-79-74374-1,,107241-73-7245,107241-28592
11/08/2019,989-28-79-26824-4,,107241-45-4316,107241-28593
11/08/2019,989-28-79-71565-6,,107241-13-2939,107241-28594
11/08/2019,989-28-79-74374-1,,107241-57-5794,107241-28595
11/08/2019,989-28-79-23023-4,,107241-77-1490,107241-28596
11/08/2019,989-28-79-13801-1,,107241-7-5804,107241-28597
11/08/2019,989-28-79-71565-6,,107241-37-5632,107241-28598
11/08/2019,989-28-79-26824-4,,107241-98-4067,107241-28599
11/08/2019,989-28-79-23023-4,,107241-80-8715,107241-28600
11/08/2019,989-28-79-40897-8,,107241-4-4504,107241-28601
11/08/2019,989-28-79-23023-4,,107241-97-6060,107241-28602
11/08/2019,989-28-79-23023-4,,107241-74-2222,107241-28603
11/08/2019,989-28-79-13801-1,,107241-70-9204,107241-28604
11/08/2019,989-28-79-13801-1,,107241-44-980,107241-28605
11/08/2019,989-28-79-23023-4,,107241-61-774,107241-28606
11/08/2019,989-28-79-16808-7,,107241-9-7256,107241-28607
11/08/2019,989-28-79-91028-0,,107241-63-2722,107241-28608
11/08/2019,989-28-79-74374-1,,107241-78-307,107241-28609
11/08/2019,989-28-79-55752-2,,107241-84-2192,107241-28610
11/08/2019,989-28-79-74374-1,,107241-32-1186,107241-28611
11/08/2019,989-28-79-23023-4,,107241-47-4560,107241-28612
11/08/2019,989-28-79-16808-7,,107241-89-4384,107241-28613
11/08/2019,989-28-79-74374-1,,107241-17-9090,107241-28614
11/08/2019,989-28-79-74374-1,,107241-51-4611,107241-28615
11/08/2019,989-28-79-13801-1,,107241-57-2883,107241-28618
11/08/2019,989-28-79-74374-1,,107241-96-2384,107241-28619
11/08/2019,989-28-79-23023-4,,107241-89-3321,107241-28620
11/08/2019,989-28-79-71565-6,,107241-65-6747,107241-28621
11/08/2019,989-28-79-74374-1,,107241-57-9554,107241-28622
11/08/2019,989-28-79-74374-1,,107241-89-1378,107241-28623
11/08/2019,989-28-79-91028-0,,107241-45-9780,107241-28624
11/08/2019,989-28-79-40897-8,,107241-76-9839,107241-28625
11/08/2019,989-28-79-74374-1,,107241-58-5983,107241-28626
11/08/2019,989-28-79-13801-1,,107241-41-676,107241-28627
11/08/2019,989-28-3705-222-9,,107241-44-5427,107241-28628
11/08/2019,989-28-3705-222-9,,107241-14-993,107241-28629
11/08/2019,989-28-3705-222-9,,107241-76-3644,107241-28630
11/08/2019,989-28-3705-492-6,,107241-94-2661,107241-28631
11/08/2019,989-28-3705-222-9,,107241-74-8275,107241-28632
11/08/2019,989-28-3705-222-9,,107241-76-1938,107241-28633
11/08/2019,989-28-3705-222-9,,107241-21-1891,107241-28634
11/08/2019,989-28-3705-492-6,,107241-2-6448,107241-28635
11/08/2019,989-28-3705-222-9,,107241-30-2612,107241-28636
11/08/2019,989-28-3705-222-9,,107241-61-4558,107241-28637
11/08/2019,989-28-79-14379-4,,107241-84-5196,107241-28638
11/08/2019,989-28-3705-492-6,,107241-3-5933,107241-28639
11/08/2019,989-28-79-14379-4,,107241-96-8218,107241-28640
11/08/2019,989-28-3705-222-9,,107241-75-4056,107241-28641
11/08/2019,989-28-3705-492-6,,107241-70-2247,107241-28642
11/08/2019,989-28-3705-007-2,,107241-1-8274,107241-28643
11/08/2019,989-28-3705-007-2,,107241-79-2322,107241-28643
11/08/2019,989-28-3705-007-2,,107241-48-3045,107241-28644
11/08/2019,989-28-3705-007-2,,107241-78-1021,107241-28644
11/08/2019,989-28-79-45675-7,,107241-19-3462,107241-28645
11/08/2019,989-28-3705-007-2,,107241-69-2423,107241-28645
11/08/2019,989-28-79-01991-4,,107241-84-3556,107241-28646
11/08/2019,989-28-79-82197-5,,107241-94-7888,107241-28646
11/08/2019,989-28-79-45675-7,,107241-57-6253,107241-28647
11/08/2019,989-28-79-69807-2,,107241-75-1062,107241-28647
11/08/2019,989-28-654-6507-7,,107241-11-6365,107241-28648
11/08/2019,989-28-79-13871-4,,107241-69-4784,107241-28648
11/08/2019,989-28-654-8573-0,,107241-16-2464,107241-28649
11/08/2019,989-28-229-3157-7,,107241-28-4902,107241-28649
11/08/2019,989-28-229-5891-8,0.1,107241-67-1765,107241-28650
11/08/2019,989-28-229-6632-6,,107241-24-734,107241-28650
11/08/2019,989-28-229-6632-6,,107241-79-4129,107241-28651
11/08/2019,989-28-229-6632-6,,107241-88-8293,107241-28651
11/08/2019,989-28-229-6632-6,,107241-14-4079,107241-28652
11/08/2019,989-28-229-1404-4,,107241-82-4710,107241-28652
11/08/2019,989-28-229-5891-8,0.1,107241-99-8248,107241-28653
11/08/2019,989-28-229-1404-4,,107241-77-3073,107241-28653
11/08/2019,989-28-229-5891-8,0.1,107241-48-4280,107241-28654
11/08/2019,989-28-79-13801-1,,107241-43-4621,107241-28654
11/08/2019,989-28-79-13801-1,,107241-32-8466,107241-28655
11/08/2019,989-28-79-51397-9,,107241-87-8091,107241-28655
11/08/2019,989-28-79-71565-6,,107241-14-6547,107241-28656
11/08/2019,989-28-79-23023-4,,107241-8-9475,107241-28656
11/08/2019,989-28-79-13801-1,,107241-66-6102,107241-28657
11/08/2019,989-28-79-13801-1,,107241-80-2556,107241-28657
11/08/2019,989-28-79-71565-6,,107241-50-8986,107241-28658
11/08/2019,989-28-79-13801-1,,107241-55-2641,107241-28658
11/08/2019,989-28-79-13801-1,,107241-74-6653,107241-28659
11/08/2019,989-28-79-40897-8,,107241-84-2306,107241-28659
11/08/2019,989-28-79-74374-1,,107241-40-9296,107241-28660
11/08/2019,989-28-79-13801-1,,107241-6-2817,107241-28660
11/08/2019,989-28-3705-222-9,,107241-13-8323,107241-28661
11/08/2019,989-28-79-03683-6,,107241-47-771,107241-28661
11/08/2019,989-28-3705-007-2,,107241-26-9877,107241-28662
11/08/2019,989-28-3705-966-2,,107241-4-8044,107241-28662
11/08/2019,989-28-3705-592-3,,107241-99-5941,107241-28662
11/08/2019,989-28-3705-987-7,,107241-73-9924,107241-28663
11/08/2019,989-28-79-42728-3,,107241-74-5536,107241-28663
11/08/2019,989-28-3705-152-9,,107241-96-8460,107241-28663
11/08/2019,989-28-229-6632-6,,107241-1-857,107241-28664
11/08/2019,989-28-79-18127-7,,107241-59-9661,107241-28664
11/08/2019,989-28-654-3899-6,,107241-99-6858,107241-28664
11/08/2019,989-28-79-55824-6,,107241-19-6749,107241-28665
11/08/2019,989-28-79-91028-0,,107241-45-5412,107241-28665
11/08/2019,989-28-229-1404-4,,107241-76-273,107241-28665
11/08/2019,989-28-79-23023-4,,107241-13-5259,107241-28666
11/08/2019,989-28-229-6632-6,,107241-27-8897,107241-28666
11/08/2019,989-28-79-13801-1,,107241-51-6364,107241-28666
11/08/2019,989-28-79-40897-8,,107241-27-5233,107241-28667
11/08/2019,989-28-79-13801-1,,107241-52-4272,107241-28667
11/08/2019,989-28-3705-492-6,,107241-98-5577,107241-28667
11/08/2019,989-28-79-13801-1,0.13,107241-42-7365,107241-28668
11/08/2019,989-28-79-13801-1,,107241-16-7844,107241-28668
11/08/2019,989-28-79-23023-4,,107241-4-9553,107241-28668
11/08/2019,989-28-3705-987-7,,107241-65-5185,107241-28668
11/08/2019,989-28-79-74374-1,,107241-14-7760,107241-28669
11/08/2019,989-28-79-40897-8,,107241-29-2297,107241-28669
11/08/2019,989-28-79-69807-2,,107241-55-4,107241-28669
11/08/2019,989-28-229-1404-4,,107241-73-3744,107241-28669
12/08/2019,989-28-654-5018-9,0.15,107242-1-6432,107241-28721
12/08/2019,989-28-3705-369-1,,107242-54-8791,107242-28670
12/08/2019,989-28-3705-987-7,,107242-8-8976,107242-28671
12/08/2019,989-28-3705-136-9,,107242-44-3222,107242-28672
12/08/2019,989-28-3705-007-2,,107242-69-990,107242-28673
12/08/2019,989-28-3705-007-2,,107242-15-6265,107242-28674
12/08/2019,989-28-3705-583-1,,107242-71-528,107242-28675
12/08/2019,989-28-3705-007-2,,107242-50-4480,107242-28676
12/08/2019,989-28-3705-007-2,,107242-22-3823,107242-28677
12/08/2019,989-28-3705-007-2,,107242-97-1306,107242-28678
12/08/2019,989-28-3705-987-7,,107242-26-2988,107242-28679
12/08/2019,989-28-3705-583-1,,107242-19-3036,107242-28680
12/08/2019,989-28-3705-987-7,,107242-21-2083,107242-28681
12/08/2019,989-28-3705-007-2,,107242-33-1630,107242-28682
12/08/2019,989-28-3705-987-7,,107242-47-494,107242-28683
12/08/2019,989-28-3705-583-1,,107242-78-1788,107242-28684
12/08/2019,989-28-3705-987-7,,107242-25-8712,107242-28685
12/08/2019,989-28-3705-987-7,,107242-66-6193,107242-28686
12/08/2019,989-28-3705-007-2,,107242-64-7085,107242-28687
12/08/2019,989-28-3705-007-2,,107242-95-7384,107242-28688
12/08/2019,989-28-3705-987-7,,107242-74-528,107242-28689
12/08/2019,989-28-3705-007-2,,107242-54-4929,107242-28690
12/08/2019,989-28-3705-966-2,,107242-57-5777,107242-28691
12/08/2019,989-28-3705-007-2,,107242-80-9463,107242-28692
12/08/2019,989-28-3705-007-2,,107242-22-4296,107242-28693
12/08/2019,989-28-3705-987-7,,107242-88-5861,107242-28694
12/08/2019,989-28-3705-007-2,,107242-84-6172,107242-28695
12/08/2019,989-28-79-27078-0,,107242-88-1997,107242-28696
12/08/2019,989-28-79-32105-5,,107242-63-4700,107242-28697
12/08/2019,989-28-79-45675-7,,107242-79-8998,107242-28698
12/08/2019,989-28-79-11297-4,,107242-17-2837,107242-28699
12/08/2019,989-28-79-11297-4,,107242-33-4484,107242-28700
12/08/2019,989-28-79-16826-1,,107242-76-3998,107242-28701
12/08/2019,989-28-79-01991-4,,107242-2-5196,107242-28702
12/08/2019,989-28-79-11297-4,,107242-77-8682,107242-28703
12/08/2019,989-28-79-01991-4,,107242-8-5391,107242-28704
12/08/2019,989-28-79-45675-7,,107242-90-3810,107242-28705
12/08/2019,989-28-79-16826-1,,107242-86-6376,107242-28706
12/08/2019,989-28-79-45675-7,,107242-60-3759,107242-28707
12/08/2019,989-28-79-11297-4,,107242-1-7218,107242-28708
12/08/2019,989-28-79-11297-4,,107242-63-2914,107242-28709
12/08/2019,989-28-79-61125-5,,107242-27-7135,107242-28710
12/08/2019,989-28-79-86624-2,,107242-66-5826,107242-28711
12/08/2019,989-28-79-22871-2,,107242-32-389,107242-28712
12/08/2019,989-28-79-45675-7,,107242-14-1665,107242-28713
12/08/2019,989-28-79-11297-4,,107242-88-1898,107242-28714
12/08/2019,989-28-79-61125-5,,107242-63-8655,107242-28715
12/08/2019,989-28-79-11297-4,,107242-68-9799,107242-28716
12/08/2019,989-28-79-45675-7,,107242-71-821,107242-28717
12/08/2019,989-28-79-86624-2,,107242-87-7454,107242-28718
12/08/2019,989-28-79-30536-9,,107242-31-5662,107242-28719
12/08/2019,989-28-79-11297-4,,107242-91-1121,107242-28720
12/08/2019,989-28-79-22562-9,,107242-25-9884,107242-28722
12/08/2019,989-28-79-69807-2,,107242-33-1795,107242-28723
12/08/2019,989-28-79-82125-8,,107242-11-3189,107242-28724
12/08/2019,989-28-79-69807-2,,107242-34-4406,107242-28725
12/08/2019,989-28-79-05670-4,,107242-82-6259,107242-28726
12/08/2019,989-28-79-82749-6,,107242-79-891,107242-28727
12/08/2019,989-28-79-13871-4,,107242-91-3649,107242-28728
12/08/2019,989-28-79-69807-2,,107242-60-6309,107242-28729
12/08/2019,989-28-79-69807-2,,107242-3-7491,107242-28730
12/08/2019,989-28-79-69807-2,,107242-20-2244,107242-28731
12/08/2019,989-28-79-82749-6,,107242-79-890,107242-28732
12/08/2019,989-28-79-13871-4,,107242-12-8282,107242-28733
12/08/2019,989-28-79-82125-8,,107242-5-6690,107242-28734
12/08/2019,989-28-79-69807-2,,107242-3-7490,107242-28735
12/08/2019,989-28-79-22562-9,,107242-45-2196,107242-28736
12/08/2019,989-28-79-82125-8,,107242-74-1873,107242-28737
12/08/2019,989-28-79-69807-2,,107242-13-1806,107242-28738
12/08/2019,989-28-79-69807-2,,107242-47-8111,107242-28739
12/08/2019,989-28-79-05670-4,,107242-66-5870,107242-28740
12/08/2019,989-28-79-69807-2,,107242-82-6382,107242-28741
12/08/2019,989-28-79-69807-2,,107242-56-2723,107242-28742
12/08/2019,989-28-79-69807-2,,107242-89-5115,107242-28743
12/08/2019,989-28-79-05670-4,,107242-56-5522,107242-28744
12/08/2019,989-28-79-05670-4,,107242-25-8213,107242-28745
12/08/2019,989-28-79-13871-4,,107242-51-602,107242-28746
12/08/2019,989-28-79-69807-2,,107242-66-1013,107242-28747
12/08/2019,989-28-79-69807-2,,107242-56-2722,107242-28748
12/08/2019,989-28-79-13871-4,,107242-12-8281,107242-28749
12/08/2019,989-28-79-69807-2,,107242-33-1794,107242-28750
12/08/2019,989-28-79-05670-4,,107242-81-8520,107242-28751
12/08/2019,989-28-79-69807-2,,107242-71-5386,107242-28752
12/08/2019,989-28-79-69807-2,,107242-56-6075,107242-28753
12/08/2019,989-28-79-13871-4,,107242-91-3648,107242-28754
12/08/2019,989-28-79-69807-2,,107242-21-1780,107242-28755
12/08/2019,989-28-79-82125-8,,107242-5-6689,107242-28756
12/08/2019,989-28-79-69807-2,,107242-82-6381,107242-28757
12/08/2019,989-28-79-69807-2,,107242-71-5385,107242-28758
12/08/2019,989-28-79-82749-6,,107242-59-2426,107242-28759
12/08/2019,989-28-79-82749-6,,107242-59-2425,107242-28760
12/08/2019,989-28-79-13871-4,,107242-51-601,107242-28761
12/08/2019,989-28-79-69807-2,,107242-21-1779,107242-28762
12/08/2019,989-28-79-82125-8,,107242-74-1872,107242-28763
12/08/2019,989-28-79-69807-2,,107242-20-2243,107242-28764
12/08/2019,989-28-79-13871-4,,107242-24-5884,107242-28765
12/08/2019,989-28-79-82125-8,,107242-11-3188,107242-28766
12/08/2019,989-28-79-69807-2,,107242-13-1805,107242-28767
12/08/2019,989-28-79-69807-2,,107242-60-6308,107242-28768
12/08/2019,989-28-654-8573-0,,107242-4-3119,107242-28769
12/08/2019,989-28-654-5771-3,,107242-98-3581,107242-28770
12/08/2019,989-28-654-4370-9,,107242-4-6956,107242-28771
12/08/2019,989-28-654-6033-1,,107242-38-4244,107242-28772
12/08/2019,989-28-654-6507-7,,107242-84-9731,107242-28773
12/08/2019,989-28-654-5771-3,,107242-98-3580,107242-28774
12/08/2019,989-28-654-6507-7,,107242-28-3296,107242-28775
12/08/2019,989-28-229-7592-2,,107242-60-6069,107242-28776
12/08/2019,989-28-229-1404-4,,107242-6-4135,107242-28777
12/08/2019,989-28-229-1404-4,,107242-41-6081,107242-28778
12/08/2019,989-28-229-9769-6,,107242-33-5858,107242-28779
12/08/2019,989-28-229-5891-8,0.1,107242-63-464,107242-28780
12/08/2019,989-28-229-9769-6,,107242-22-7968,107242-28781
12/08/2019,989-28-229-9769-6,,107242-75-8876,107242-28782
12/08/2019,989-28-229-9769-6,,107242-12-4960,107242-28783
12/08/2019,989-28-229-5891-8,0.1,107242-61-4496,107242-28784
12/08/2019,989-28-229-5891-8,0.1,107242-27-7002,107242-28785
12/08/2019,989-28-229-7592-2,,107242-82-6454,107242-28786
12/08/2019,989-28-229-1404-4,,107242-93-8485,107242-28787
12/08/2019,989-28-229-0197-6,,107242-79-1527,107242-28788
12/08/2019,989-28-229-5891-8,0.1,107242-65-4420,107242-28789
12/08/2019,989-28-229-9769-6,,107242-48-3680,107242-28790
12/08/2019,989-28-229-6632-6,,107242-85-2066,107242-28791
12/08/2019,989-28-229-0197-6,,107242-2-568,107242-28792
12/08/2019,989-28-229-0197-6,,107242-34-4109,107242-28793
12/08/2019,989-28-229-1404-4,,107242-60-261,107242-28794
12/08/2019,989-28-229-1404-4,,107242-46-8086,107242-28795
12/08/2019,989-28-229-5891-8,0.1,107242-55-1484,107242-28796
12/08/2019,989-28-229-6632-6,,107242-34-9617,107242-28797
12/08/2019,989-28-229-9769-6,,107242-88-1046,107242-28798
12/08/2019,989-28-229-1404-4,,107242-59-6970,107242-28799
12/08/2019,989-28-229-5891-8,0.1,107242-85-2115,107242-28800
12/08/2019,989-28-79-26824-4,,107242-71-1751,107242-28801
12/08/2019,989-28-79-55824-6,,107242-9-2154,107242-28802
12/08/2019,989-28-79-13801-1,,107242-19-2418,107242-28803
12/08/2019,989-28-79-13801-1,,107242-99-2687,107242-28804
12/08/2019,989-28-79-13801-1,,107242-32-4226,107242-28805
12/08/2019,989-28-79-23023-4,,107242-84-6917,107242-28806
12/08/2019,989-28-79-13801-1,,107242-49-3358,107242-28807
12/08/2019,989-28-79-40897-8,,107242-73-2586,107242-28808
12/08/2019,989-28-79-55752-2,,107242-16-8208,107242-28809
12/08/2019,989-28-79-74374-1,,107242-27-8915,107242-28810
12/08/2019,989-28-79-13801-1,,107242-93-9396,107242-28811
12/08/2019,989-28-79-44730-4,,107242-26-523,107242-28812
12/08/2019,989-28-79-91028-0,,107242-28-360,107242-28813
12/08/2019,989-28-79-74374-1,,107242-2-2981,107242-28814
12/08/2019,989-28-79-23023-4,,107242-32-3412,107242-28815
12/08/2019,989-28-79-13801-1,,107242-53-8410,107242-28816
12/08/2019,989-28-79-23023-4,,107242-82-2881,107242-28817
12/08/2019,989-28-79-74374-1,,107242-67-518,107242-28818
12/08/2019,989-28-79-40897-8,,107242-87-9579,107242-28819
12/08/2019,989-28-79-13801-1,,107242-16-9600,107242-28820
12/08/2019,989-28-79-74374-1,,107242-51-1328,107242-28821
12/08/2019,989-28-79-74374-1,,107242-58-3107,107242-28822
12/08/2019,989-28-79-13801-1,,107242-25-2241,107242-28823
12/08/2019,989-28-79-23023-4,,107242-59-7810,107242-28824
12/08/2019,989-28-79-68089-3,0.05,107242-24-5927,107242-28825
12/08/2019,989-28-79-23023-4,,107242-87-7480,107242-28826
12/08/2019,989-28-79-71565-6,,107242-96-6152,107242-28827
12/08/2019,989-28-79-23023-4,0.13,107242-42-7247,107242-28828
12/08/2019,989-28-79-23023-4,,107242-78-2701,107242-28829
12/08/2019,989-28-79-74374-1,,107242-71-4914,107242-28830
12/08/2019,989-28-79-51397-9,,107242-86-9859,107242-28831
12/08/2019,989-28-79-13801-1,,107242-99-9180,107242-28832
12/08/2019,989-28-79-13801-1,,107242-72-162,107242-28833
12/08/2019,989-28-79-23023-4,,107242-20-1821,107242-28834
12/08/2019,989-28-79-13801-1,,107242-97-717,107242-28835
12/08/2019,989-28-79-13801-1,,107242-31-1000,107242-28836
12/08/2019,989-28-79-26824-4,,107242-99-6778,107242-28837
12/08/2019,989-28-79-68089-3,0.05,107242-67-1275,107242-28838
12/08/2019,989-28-79-26824-4,,107242-79-1147,107242-28839
12/08/2019,989-28-79-74374-1,,107242-69-5686,107242-28840
12/08/2019,989-28-79-13801-1,,107242-97-3577,107242-28841
12/08/2019,989-28-79-13801-1,,107242-21-9589,107242-28842
12/08/2019,989-28-79-44730-4,,107242-58-8627,107242-28843
12/08/2019,989-28-79-13801-1,,107242-7-8688,107242-28844
12/08/2019,989-28-79-74374-1,,107242-9-680,107242-28846
12/08/2019,989-28-79-74374-1,,107242-97-4148,107242-28847
12/08/2019,989-28-79-71565-6,,107242-7-6351,107242-28848
12/08/2019,989-28-79-13801-1,,107242-14-5325,107242-28849
12/08/2019,989-28-79-40897-8,,107242-34-1670,107242-28850
12/08/2019,989-28-79-74374-1,,107242-45-8594,107242-28851
12/08/2019,989-28-79-13801-1,,107242-73-1011,107242-28852
12/08/2019,989-28-79-91028-0,,107242-38-6651,107242-28853
12/08/2019,989-28-79-13801-1,,107242-57-7584,107242-28854
12/08/2019,989-28-79-23023-4,,107242-18-5238,107242-28855
12/08/2019,989-28-79-23023-4,,107242-1-4231,107242-28856
12/08/2019,989-28-79-13801-1,,107242-31-4261,107242-28857
12/08/2019,989-28-79-23023-4,,107242-66-4606,107242-28858
12/08/2019,989-28-79-13801-1,,107242-99-9718,107242-28859
12/08/2019,989-28-79-23023-4,,107242-12-4608,107242-28860
12/08/2019,989-28-79-13801-1,,107242-43-2723,107242-28861
12/08/2019,989-28-79-13801-1,,107242-87-562,107242-28862
12/08/2019,989-28-79-26824-4,,107242-21-587,107242-28863
12/08/2019,989-28-79-74374-1,,107242-33-3558,107242-28864
12/08/2019,989-28-79-74374-1,,107242-40-8394,107242-28865
12/08/2019,989-28-79-91028-0,,107242-77-1740,107242-28866
12/08/2019,989-28-79-40897-8,,107242-3-3979,107242-28867
12/08/2019,989-28-79-74374-1,,107242-9-4311,107242-28868
12/08/2019,989-28-79-74374-1,,107242-10-1537,107242-28869
12/08/2019,989-28-79-68089-3,0.05,107242-98-5840,107242-28870
12/08/2019,989-28-79-74374-1,,107242-69-5498,107242-28871
12/08/2019,989-28-79-13801-1,,107242-91-4674,107242-28872
12/08/2019,989-28-79-23023-4,,107242-70-950,107242-28873
12/08/2019,989-28-79-13801-1,,107242-71-4803,107242-28874
12/08/2019,989-28-79-51397-9,,107242-9-5336,107242-28875
12/08/2019,989-28-79-23023-4,,107242-41-9598,107242-28876
12/08/2019,989-28-79-91028-0,,107242-61-1349,107242-28877
12/08/2019,989-28-79-55752-2,,107242-24-8529,107242-28878
12/08/2019,989-28-79-74374-1,,107242-27-8530,107242-28879
12/08/2019,989-28-79-74374-1,,107242-96-4718,107242-28880
12/08/2019,989-28-79-40897-8,,107242-86-6771,107242-28881
12/08/2019,989-28-79-68089-3,0.05,107242-11-3546,107242-28882
12/08/2019,989-28-79-40897-8,,107242-32-7342,107242-28883
12/08/2019,989-28-79-91028-0,,107242-37-2495,107242-28884
12/08/2019,989-28-79-91028-0,,107242-65-3292,107242-28885
12/08/2019,989-28-79-74374-1,,107242-14-8968,107242-28886
12/08/2019,989-28-79-74374-1,,107242-73-357,107242-28887
12/08/2019,989-28-79-55824-6,,107242-1-528,107242-28888
12/08/2019,989-28-79-74374-1,,107242-66-2910,107242-28889
12/08/2019,989-28-79-91028-0,,107242-20-149,107242-28890
12/08/2019,989-28-79-13801-1,,107242-52-4231,107242-28891
12/08/2019,989-28-3705-492-6,,107242-64-904,107242-28892
12/08/2019,989-28-3705-222-9,,107242-85-2745,107242-28893
12/08/2019,989-28-3705-222-9,0.13,107242-42-1659,107242-28894
12/08/2019,989-28-3705-492-6,,107242-50-574,107242-28895
12/08/2019,989-28-3705-222-9,,107242-6-9592,107242-28896
12/08/2019,989-28-3705-492-6,,107242-60-4413,107242-28897
12/08/2019,989-28-3705-492-6,,107242-6-1996,107242-28898
12/08/2019,989-28-3705-492-6,,107242-8-9455,107242-28899
12/08/2019,989-28-3705-222-9,,107242-40-6049,107242-28900
12/08/2019,989-28-3705-222-9,,107242-69-1500,107242-28901
12/08/2019,989-28-3705-222-9,,107242-76-7585,107242-28902
12/08/2019,989-28-3705-222-9,,107242-46-6112,107242-28903
12/08/2019,989-28-3705-222-9,0.13,107242-42-8843,107242-28904
12/08/2019,989-28-3705-007-2,,107242-40-3590,107242-28905
12/08/2019,989-28-3705-775-0,,107242-96-8404,107242-28905
12/08/2019,989-28-3705-966-2,,107242-24-2510,107242-28906
12/08/2019,989-28-3705-007-2,,107242-57-7174,107242-28906
12/08/2019,989-28-3705-007-2,,107242-73-5436,107242-28907
12/08/2019,989-28-79-22871-2,,107242-89-6384,107242-28907
12/08/2019,989-28-79-32105-5,,107242-30-9084,107242-28908
12/08/2019,989-28-79-86624-2,,107242-94-9897,107242-28908
12/08/2019,989-28-79-30536-9,,107242-50-8362,107242-28909
12/08/2019,989-28-79-45675-7,,107242-9-5651,107242-28909
12/08/2019,989-28-79-69807-2,,107242-34-4405,107242-28910
12/08/2019,989-28-79-69807-2,,107242-56-6074,107242-28910
12/08/2019,989-28-79-13871-4,,107242-24-5883,107242-28911
12/08/2019,989-28-79-69807-2,,107242-66-1012,107242-28911
12/08/2019,989-28-79-69807-2,,107242-47-8110,107242-28912
12/08/2019,989-28-79-05670-4,,107242-84-9864,107242-28912
12/08/2019,989-28-79-05670-4,,107242-73-4971,107242-28913
12/08/2019,989-28-654-5771-3,,107242-98-3579,107242-28913
12/08/2019,989-28-229-3157-7,,107242-26-5921,107242-28914
